Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ATRr_14,OBV,Daily_Return
2020-03-12 00:00:00+05:30,1608.0643375205789,1634.711264881661,1579.7053344821625,1596.519287109375,3635550,0.0,0.0,1697.2083068847655,1845.8902294921875,34.911421955562965,-61.18742272742429,6.34456329010203,-67.53198601752632,75.46578377229552,-22864920.0,-0.007179470461365249
2020-03-13 00:00:00+05:30,1504.0307583913132,1752.6829789049812,1438.0047078411776,1671.6639404296875,2794020,0.0,0.0,1689.6138793945313,1839.0578259995405,44.08075762873412,-56.4616768831288,8.856247307518018,-65.31792419064682,92.98314926813117,-20070900.0,0.11145595334610847
2020-03-16 00:00:00+05:30,1596.249694567383,1641.8294523781549,1547.5436982885644,1560.1907958984375,1924950,0.0,0.0,1676.0794921875,1828.1218640347913,35.982657026349465,-61.008176120055396,3.4477984564731514,-64.45597457652855,95.2591985379573,-21995850.0,-0.022589760732087794
2020-03-17 00:00:00+05:30,1580.6512793338911,1651.5961302914268,1570.2507688023218,1613.8629150390625,1675350,0.0,0.0,1668.311260986328,1819.7195523094688,41.55039597750087,-59.59346173184235,3.8900102757489634,-63.48347200759132,94.97795942637208,-20320500.0,0.021011361670593927
2020-03-18 00:00:00+05:30,1618.498242841598,1650.650444847754,1497.2344911999417,1509.1533203125,1589120,0.0,0.0,1656.1004821777344,1807.5404843880192,35.13100018289269,-66.1588416425484,-2.140295707965663,-64.01854593458273,99.23593485619148,-21909620.0,-0.06755949412532024
2020-03-19 00:00:00+05:30,1444.4028465075437,1532.1157586386948,1416.0916485228502,1434.5303955078125,1611810,12.5,0.0,1639.0969787597655,1792.912637765266,31.40695232604112,-76.50153680894482,-9.98639269948967,-66.51514410945515,100.45742162751895,-23521430.0,-0.006834970606435757
2020-03-20 00:00:00+05:30,1467.713552451422,1525.346729598039,1379.1568653380714,1494.785400390625,2113350,0.0,0.0,1624.5630310058593,1781.2213735544958,37.196127665841956,-78.92630856622259,-9.928931565413947,-68.99737700080864,103.78043709882516,-21408080.0,0.018444912424489635
2020-03-23 00:00:00+05:30,1368.2259632216708,1643.6635779546134,1270.569148877079,1306.7220458984375,1443300,0.0,0.0,1600.751483154297,1762.6135567836702,28.976114858886024,-94.92881832339572,-20.74515305806966,-74.18366526532606,123.3252490588437,-22851380.0,-0.04495157888863188
2020-03-24 00:00:00+05:30,1334.7617440216818,1387.6755131596842,1323.3209290729244,1354.64013671875,1126980,0.0,0.0,1583.5863830566407,1746.6145991340654,33.03672646928175,-102.5620615341088,-22.702717015026195,-79.85934451908261,120.25373326816452,-21724400.0,0.014892839704241096
2020-03-25 00:00:00+05:30,1306.6364463619616,1411.0338858925231,1306.6364463619616,1384.0145263671875,761180,0.0,0.0,1569.8653442382813,1732.394988437325,35.47222431713521,-105.03046816275082,-20.136898914934562,-84.89356924781626,119.10553435913923,-20963220.0,0.05921928798226007
2020-03-26 00:00:00+05:30,1394.8259698968866,1445.9282514642855,1382.4317541698467,1407.0247802734375,2048910,0.0,0.0,1559.0700988769531,1719.635372430898,37.39314831309441,-103.9319007577667,-15.230665207960342,-88.70123554980636,115.08268676452057,-18914310.0,0.00874575799406195
2020-03-27 00:00:00+05:30,1453.269400994694,1467.8563685747863,1334.761593005751,1365.2513427734375,1106270,0.0,0.0,1546.675927734375,1705.7379595031546,35.336542641210286,-105.219144662605,-13.214327290238913,-92.00481737236609,116.38452173955876,-20020580.0,-0.06056554838422411
2020-03-30 00:00:00+05:30,1344.1052228333417,1344.1052228333417,1248.9557248741037,1271.1795654296875,2263090,0.0,0.0,1531.7114868164062,1688.6964538532147,31.177916281577147,-112.53289184438631,-16.422459577616166,-96.11043226677015,116.37810159715012,-22283670.0,-0.054255914019832964
