Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ATRr_14,OBV,Daily_Return
2020-03-12 00:00:00+05:30,423.6281524285834,431.3173053579198,402.350026050892,411.6833801269531,50757033,0.0,0.0,496.9844909667969,508.210634765625,21.455675369110757,-19.441499390206047,-8.884315385760578,-10.55718400444547,18.734508092097755,-142312304.0,-0.028196360966930706
2020-03-13 00:00:00+05:30,387.84219989968506,449.5004049959567,382.2325240268264,432.5262756347656,67104335,0.0,0.0,492.04699859619143,505.2426206820619,31.644021919021373,-21.10048140597621,-8.434637921224592,-12.665843484751619,22.288573521786702,-75207969.0,0.11521200051628744
2020-03-16 00:00:00+05:30,410.2809516661042,410.2809516661042,384.4086858923071,389.6798400878906,34833637,0.0,0.0,485.3685668945312,500.7107469332709,24.5842939169121,-25.577741588384754,-10.329518482906508,-15.248223105478246,24.17661469984991,-110041606.0,-0.050212205793505216
2020-03-17 00:00:00+05:30,393.6453192641412,395.0477529697277,352.05625604950217,355.1996154785156,47232699,0.0,0.0,476.73399810791017,495.0044280526923,20.601135939748787,-31.54464151109505,-13.037134724493441,-18.50750678660161,25.549647209869264,-157274305.0,-0.0976658476658477
2020-03-18 00:00:00+05:30,356.9889675732343,363.1789626309428,331.0683208395067,343.39996337890625,61202289,0.0,0.0,467.71255645751955,489.0591549282301,19.440336045802407,-36.80136279739139,-14.635084808631824,-22.166277988759568,26.02770184017757,-218476594.0,-0.03806561386673755
2020-03-19 00:00:00+05:30,325.07175334046195,357.47253744979486,312.4015900690903,327.4413452148437,57985870,0.0,0.0,457.9125259399414,482.72120160613656,17.965900017183348,-41.773540037094165,-15.685809638667678,-26.087730398426487,27.413264723047735,-276462464.0,0.007289442561624117
2020-03-20 00:00:00+05:30,317.2375189112755,347.994071438258,312.4015811229939,334.35675048828125,88640642,0.0,0.0,448.28417510986327,476.9029878368089,20.77015817581809,-44.64141249610742,-14.842945678144744,-29.798466817962677,28.007584458048154,-187821822.0,0.053963451850705
2020-03-23 00:00:00+05:30,300.940378034753,303.4067238146819,270.8124939824494,274.6812438964844,56867949,0.0,0.0,435.56565856933594,468.9727233685609,15.762699869882491,-51.140026344581884,-17.073247621295366,-34.06677872328652,30.586572529762186,-244689771.0,-0.08725693211974427
2020-03-24 00:00:00+05:30,285.6104812587644,294.99221261395974,259.4964165355614,286.7711181640625,67895418,0.0,0.0,424.2809997558594,461.8275623801492,19.972183811527714,-54.68430618349913,-16.494021968170088,-38.190284215329044,30.942440444914745,-176794353.0,0.004063705576149827
2020-03-25 00:00:00+05:30,274.68124653860457,323.1856931491318,272.36000247109973,306.501708984375,66544138,0.0,0.0,413.92967224121094,455.73635244306,26.433315477145648,-55.26403036583389,-13.65899692040388,-41.60503344543001,32.38224262084198,-110250215.0,0.11584504893128292
