Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ATRr_14,OBV,Daily_Return
2020-03-12 00:00:00+05:30,1922.4158057855668,1941.2523521966243,1857.722745517724,1879.9423828125,3655780,0.0,0.0,2019.9881469726563,1929.1054931640624,37.91484722143793,2.8354566144741966,-21.410186399825125,24.245643014299322,63.04459870179472,14894545.0,-0.02209377536599616
2020-03-13 00:00:00+05:30,1801.35042117621,1938.5090826870887,1726.4617696672692,1859.139892578125,3667035,0.0,0.0,2009.6029541015625,1926.3617441214767,36.044871312512285,-6.8653252224855805,-24.88877458942792,18.02344936694234,73.95596472676178,11227510.0,0.032081193488261356
2020-03-16 00:00:00+05:30,1828.7819779237489,1864.626060043057,1768.3407558773674,1775.6558837890625,2948679,0.0,0.0,1993.9897521972657,1920.4517103829508,29.711632464634874,-21.047108556866533,-31.2564463390471,10.209337782180565,75.58818764920917,8278831.0,-0.02904998779296886
2020-03-17 00:00:00+05:30,1788.137268380966,1909.2483051593888,1784.8453716622862,1832.4852294921875,3732382,0.0,0.0,1982.514111328125,1917.0020444656661,37.73211580198851,-27.384944178062597,-30.07542556819453,2.690481390131932,79.821097411015,12011213.0,0.024801206202349102
2020-03-18 00:00:00+05:30,1859.9172066148324,1887.120341035576,1745.892572843949,1759.1055908203125,3910994,0.0,0.0,1967.4815246582032,1910.8100266756521,32.56492228593085,-37.89205216076675,-32.466026840718946,-5.426025320047805,84.29537992009752,8100219.0,-0.05420220611755263
2020-03-19 00:00:00+05:30,1732.1309457078985,1736.4285388337375,1606.859376555596,1680.925048828125,5095006,0.0,0.0,1949.3720153808595,1901.7949295051608,28.142906337492942,-51.92892299376331,-37.2023181389724,-14.726604854790907,89.23939819301201,3005213.0,-0.0295623705624902
2020-03-20 00:00:00+05:30,1691.6235143708836,1900.927545312444,1691.6235143708836,1876.05615234375,4252245,0.0,0.0,1938.3787536621094,1900.7855656949096,47.35711321145734,-46.76867481331192,-25.633655966816807,-21.13501884649511,98.7409199505583,7257458.0,0.10902700063344593
2020-03-23 00:00:00+05:30,1783.0624841756471,1815.1119339879317,1691.62338242305,1709.6368408203125,3574673,0.0,0.0,1921.0716064453125,1893.2895372684548,38.01975478884975,-55.46838357051638,-27.466691779217015,-28.001691791299365,104.95979882078403,3682785.0,-0.04117951221955133
2020-03-24 00:00:00+05:30,1805.9224975555535,1893.6582825989187,1764.7748963454271,1854.248046875,5788124,0.0,0.0,1912.508349609375,1891.7584984294958,47.67439282206775,-50.11633970845946,-17.691718333728076,-32.42462137473139,110.69094994258467,9470909.0,0.026759481309335604
2020-03-25 00:00:00+05:30,1837.97204663104,1955.8369811183209,1830.2911383506384,1909.3858642578125,3959038,0.0,0.0,1905.8584594726562,1892.449767677665,50.819993526739246,-40.953558205273794,-6.823149464433925,-34.13040874083987,111.7666345898119,13429947.0,0.03885468103700072
