Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ATRr_14,OBV,Daily_Return
2020-03-12 00:00:00+05:30,142.36720125329916,142.8219904358145,120.264446983054,125.26712799072266,35196480,0.0,0.0,159.91478843688964,167.15285079956055,23.315492162125807,-7.932799692402966,-2.8798644938141367,-5.05293519858883,8.553036544421445,-161058438.0,-0.12011244944088013
2020-03-13 00:00:00+05:30,122.90220886022564,144.33188134098992,100.21733615801186,136.81875610351562,50824080,0.0,0.0,158.1192798614502,165.96327845853918,35.04152868037818,-8.469631292652423,-2.733356875250875,-5.736274417401548,11.157181300651432,-110234358.0,0.11323268615226444
2020-03-16 00:00:00+05:30,127.34096985559532,140.8936873616551,127.23182489416251,132.6710968017578,33314334,0.0,0.0,156.22098960876465,164.65770270729286,33.08528459379115,-9.124573245208609,-2.710639062245649,-6.41393418296296,11.340267684604795,-143548692.0,0.0418571254185268
2020-03-17 00:00:00+05:30,132.79845156616173,140.3115672217886,128.7963064504692,129.9605712890625,19649626,0.0,0.0,154.05164604187013,163.29703088697008,31.83452600557847,-9.749944921355564,-2.6688085907140824,-7.081136330641481,11.353037958384537,-163198318.0,-0.02136982956977752
2020-03-18 00:00:00+05:30,132.41641614822188,133.18045305373633,119.4094461838794,120.99210357666016,20417518,0.0,0.0,151.70311584472657,161.638014129703,28.055299198978183,-10.844231323641168,-3.010475994399748,-7.83375532924142,11.529218752271868,-183615836.0,-0.08627565149304289
2020-03-19 00:00:00+05:30,113.15155113150335,116.42603331858868,103.83746624536592,109.24036407470705,27434876,0.0,0.0,148.60145378112793,159.58320432362476,24.029771652779914,-12.515457937284111,-3.7453620864341524,-8.770095850849959,11.938517218077706,-211050712.0,-0.034565916398713564
2020-03-20 00:00:00+05:30,110.96854903680726,117.51751258652048,108.64003088422596,115.64378356933594,20390122,0.0,0.0,145.73264350891114,157.8600897842409,29.929569926518028,-13.171383125754346,-3.521029819923509,-9.650353305830837,11.716095939185681,-190660590.0,0.04213116755251025
2020-03-23 00:00:00+05:30,109.36943912465594,114.3582205584122,100.65825455200384,103.36371612548828,18697444,8.25,0.0,142.31895599365234,155.7229770917408,25.792764412750046,-14.514789914227393,-3.891549286717243,-10.62324062751015,11.953367141690778,-209358034.0,-0.05491225928591002
2020-03-24 00:00:00+05:30,106.56804132449496,108.6019242676449,96.7056004079382,100.86931610107422,19533962,0.0,0.0,138.90971031188965,153.5718531313225,25.035798863358778,-15.60088936681079,-3.9821189914405117,-11.618770375370278,11.949232093931796,-228891996.0,-0.05347499262061477
2020-03-25 00:00:00+05:30,96.93587608140336,106.28025105051763,96.93587608140336,105.05223846435548,14919242,0.0,0.0,135.85332412719725,151.66912314438264,28.808931892144212,-15.940353656900001,-3.4572666252237774,-12.483087031676224,11.76060704961962,-213972754.0,0.08372918996612029
