Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-01 00:00:00+05:30,659.255039985597,659.9435464927009,654.3923675691317,655.8984985351562,746371,0.0,0.0
2020-01-02 00:00:00+05:30,655.898532270453,661.9661307836888,654.9518423407033,659.298095703125,1133488,0.0,0.0
2020-01-03 00:00:00+05:30,659.2551745230699,671.2181810778579,657.1465802343884,667.0870361328125,2121704,0.0,0.0
2020-01-06 00:00:00+05:30,666.8718879425924,670.2714519625915,661.1055986893303,663.0420532226562,1734439,0.0,0.0
2020-01-07 00:00:00+05:30,662.697720217851,670.0132145319442,654.6076231409791,668.8082885742188,1937143,0.0,0.0
2020-01-08 00:00:00+05:30,662.7836960799457,675.5213033717845,660.201757174251,662.5255126953125,2596664,0.0,0.0
2020-01-09 00:00:00+05:30,663.1281149308562,668.2489720089409,655.9847596302716,665.8391723632812,1678891,0.0,0.0
2020-01-10 00:00:00+05:30,670.4434986255787,672.9393940225796,664.8062756064866,668.0767211914062,1105725,0.0,0.0
2020-01-13 00:00:00+05:30,671.2181849227118,678.791863149195,667.0440181375973,676.3389892578125,1393509,0.0,0.0
2020-01-14 00:00:00+05:30,676.3389295820351,686.623664220564,674.488571402351,685.2896728515625,1628535,0.0,0.0
2020-01-15 00:00:00+05:30,685.2036639927213,691.6585121021935,678.6196979091842,684.343017578125,1759644,0.0,0.0
2020-01-16 00:00:00+05:30,682.4926629167422,684.8164189332422,672.250948728687,673.757080078125,1110008,0.0,0.0
2020-01-17 00:00:00+05:30,674.3165301814118,677.1136312957573,667.4313582076387,669.9702758789062,989312,0.0,0.0
2020-01-20 00:00:00+05:30,670.0131882837286,675.9946909650951,666.6136246708928,669.7550048828125,1620105,0.0,0.0
2020-01-21 00:00:00+05:30,668.9373953786617,674.2303916000294,667.000941033725,670.3574829101562,976954,0.0,0.0
2020-01-22 00:00:00+05:30,671.3042015700241,680.2979670841755,668.0337557093385,670.2283935546875,1192201,0.0,0.0
2020-01-23 00:00:00+05:30,668.93736038491,671.6914391484622,660.0296918760579,661.7940063476562,2018777,0.0,0.0
2020-01-24 00:00:00+05:30,658.4805530860691,678.8348618739429,656.9314000403451,677.5869140625,2364265,0.0,0.0
2020-01-27 00:00:00+05:30,676.4681047161245,685.2897307636312,671.0030208107646,681.20166015625,1175606,0.0,0.0
2020-01-28 00:00:00+05:30,682.0622891722364,684.8593900426589,675.2631614291803,683.5684204101562,1506685,0.0,0.0
2020-01-29 00:00:00+05:30,685.8491199093935,694.7137671003372,682.9659230241497,692.0888061523438,2565136,0.0,0.0
2020-01-30 00:00:00+05:30,693.3367831383441,695.3593338837577,674.7468401859153,681.0725708007812,2493688,0.0,0.0
2020-01-31 00:00:00+05:30,685.8060429414171,690.6687159722863,673.8861116589411,685.5908813476562,3081521,0.0,0.0
2020-02-03 00:00:00+05:30,695.4023441377702,704.6112718247409,680.341030991222,682.6217651367188,3383074,0.0,0.0
2020-02-04 00:00:00+05:30,683.6114029181255,699.7055005838637,683.6114029181255,698.0702514648438,1779834,0.0,0.0
2020-02-05 00:00:00+05:30,697.1235844780784,702.2874628816197,694.5416452763077,700.6091918945312,1613898,0.0,0.0
2020-02-06 00:00:00+05:30,699.4473781157448,710.8509435406617,697.1666440188852,703.7506103515625,1553656,0.0,0.0
2020-02-07 00:00:00+05:30,703.7506338462941,710.42064403449,700.7813929985136,709.5599975585938,1397438,0.0,0.0
2020-02-10 00:00:00+05:30,711.754623901476,711.8406675357786,698.4146037437094,700.2650146484375,1098971,0.0,0.0
2020-02-11 00:00:00+05:30,699.7055693732522,707.3222695039997,698.0272982765663,705.6870727539062,1143705,0.0,0.0
2020-02-12 00:00:00+05:30,705.7299656093085,711.2811447471715,702.9758869448968,707.0209350585938,1394424,0.0,0.0
2020-02-13 00:00:00+05:30,708.1397411900748,714.3364048464863,700.8672696950391,712.6151123046875,1737974,0.0,0.0
2020-02-14 00:00:00+05:30,711.754560459815,721.2216706956772,710.0762895029749,717.908203125,2143044,0.0,0.0
2020-02-17 00:00:00+05:30,719.457422953726,720.3610912360767,712.1419280009104,717.1336669921875,793328,0.0,0.0
2020-02-18 00:00:00+05:30,710.3343921457883,722.9428812654448,710.3343921457883,721.9100952148438,1507814,0.0,0.0
2020-02-19 00:00:00+05:30,722.0822802367894,727.1170403207266,719.5433630244182,723.717529296875,881874,0.0,0.0
2020-02-20 00:00:00+05:30,723.0719866610553,728.0207027266184,711.7114453611312,713.9921264648438,1066232,0.0,0.0
2020-02-24 00:00:00+05:30,713.4327916401562,726.2994648856509,702.0722494845763,705.8160400390625,2917544,0.0,0.0
2020-02-25 00:00:00+05:30,707.4514319467268,711.5825246930316,696.3060491248389,707.5374755859375,2479975,0.0,0.0
2020-02-26 00:00:00+05:30,705.7300370964672,710.4635922233338,695.574420239309,698.3715209960938,2212784,0.0,0.0
2020-02-27 00:00:00+05:30,694.5416789808098,705.4718993046615,688.6892936787311,696.39208984375,1907768,0.0,0.0
2020-02-28 00:00:00+05:30,679.73853849068,695.4023139899559,630.0362072618187,640.6652221679688,5959364,0.0,0.0
