Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-01 00:00:00+05:30,75.581685114279,77.7037639217978,75.46268687334933,77.54510498046875,13620373,0.0,0.0
2020-01-02 00:00:00+05:30,77.56491583017744,78.02106218928577,77.08893374594578,77.38642120361328,5673692,0.0,0.0
2020-01-03 00:00:00+05:30,77.04929462390255,77.26745000196321,75.85933908021951,76.55348205566406,7358268,0.0,0.0
2020-01-06 00:00:00+05:30,76.15681373815734,76.93027793118105,74.57020852036213,76.59312438964844,7355290,0.0,0.0
2020-01-07 00:00:00+05:30,76.61295584039993,77.14843433178743,75.81965596572486,76.03781127929688,14023712,0.0,0.0
2020-01-08 00:00:00+05:30,75.48250255458154,75.74032393825023,74.90735799262832,75.5816650390625,9451757,0.0,0.0
2020-01-09 00:00:00+05:30,76.13698039918704,76.7121250104156,75.8196625736255,76.53363037109375,7714854,0.0,0.0
2020-01-10 00:00:00+05:30,76.83112155730188,76.83112155730188,75.76016442951378,76.21631622314453,4118638,0.0,0.0
2020-01-13 00:00:00+05:30,76.31546678348825,77.34675767487322,76.07747575010572,77.26742553710938,27682638,0.0,0.0
2020-01-14 00:00:00+05:30,77.2674282253383,77.88223348471644,77.04927290876134,77.4459228515625,5994314,0.0,0.0
2020-01-15 00:00:00+05:30,77.5054246491929,77.66408356134926,76.51379972332883,77.04927825927734,7114590,0.0,0.0
2020-01-16 00:00:00+05:30,76.98977700468691,78.41771798401925,76.98977700468691,77.92190551757812,8552344,0.0,0.0
2020-01-17 00:00:00+05:30,77.72358430193118,78.47721821150395,76.81129147138148,78.2987289428711,4698386,0.0,0.0
2020-01-20 00:00:00+05:30,81.07528360209398,83.69317478006072,80.61913716030594,81.17444610595703,49337827,0.0,0.0
2020-01-21 00:00:00+05:30,80.77780191454647,81.0356233671972,78.9333802856937,79.5680160522461,17283910,0.0,0.0
2020-01-22 00:00:00+05:30,79.52834817129597,80.26214638260765,76.5733034579612,79.349853515625,56787054,0.0,0.0
2020-01-23 00:00:00+05:30,78.0409157859331,82.26523757620771,76.91046211193866,80.1034927368164,226059260,0.0,0.0
2020-01-24 00:00:00+05:30,77.92190663898734,78.59621375501534,77.04927991343835,78.12023162841797,16151679,0.0,0.0
2020-01-27 00:00:00+05:30,77.9020911652906,77.92192151605586,76.27582486548624,76.55348205566406,8213919,0.0,0.0
2020-01-28 00:00:00+05:30,76.55346812944212,76.55346812944212,75.00652889402093,75.54200744628906,9174575,0.0,0.0
2020-01-29 00:00:00+05:30,75.5419983103048,76.87077666674004,75.06601623698472,76.31546783447266,17600091,0.0,0.0
2020-01-30 00:00:00+05:30,76.31547236184257,77.44592581810943,75.91882240384783,77.10877227783203,26386034,0.0,0.0
2020-01-31 00:00:00+05:30,77.46576161029782,77.54509375943798,73.41992960234441,74.11406707763672,63986362,0.0,0.0
2020-02-03 00:00:00+05:30,71.75400595582464,74.966872295631,70.38556657140127,74.3124008178711,16329297,0.0,0.0
2020-02-04 00:00:00+05:30,74.70904351954974,77.46576312737605,74.57021494579053,77.08894348144531,14207381,0.0,0.0
2020-02-05 00:00:00+05:30,76.9898008465575,77.624442076117,74.57023418506193,75.105712890625,14550344,0.0,0.0
2020-02-06 00:00:00+05:30,75.34368198191062,76.85095513364071,74.82803915994828,76.51380157470703,9175642,0.0,0.0
2020-02-07 00:00:00+05:30,76.47414527687326,76.47414527687326,74.78838264661348,75.52218627929688,18058457,0.0,0.0
