Date,Close,High,Low,Open,Volume,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2024-09-16,1262.8499755859375,1265.5999755859375,1244.699951171875,1251.0,8973335,67.67983443715248,21.930565394959103,-0.14884667686376574,22.07941207182287
2024-09-17,1268.0999755859375,1272.25,1258.4000244140625,1259.949951171875,11513121,69.05943193787418,22.72995424784949,0.5204337408212965,22.209520507028195
2024-09-18,1288.3499755859375,1295.3499755859375,1262.0,1262.0,12466597,73.7192319927667,24.712609853414733,2.0024714771092285,22.710138376305505
2024-09-19,1292.0,1300.0,1285.3499755859375,1288.3499755859375,13172268,74.46571199360463,26.27551736256146,2.852303189004761,23.423214173556698
2024-09-20,1338.449951171875,1362.3499755859375,1291.550048828125,1295.0,73257767,81.62039591372164,30.90599066278287,5.986221191380938,24.91976947140193
2024-09-23,1321.9000244140625,1331.800048828125,1308.5,1331.0,11380409,73.69698930034687,32.86142726019307,6.353326231032909,26.50810102916016
2024-09-24,1318.5999755859375,1331.4000244140625,1315.449951171875,1321.0,13886037,72.19207508359214,33.75572352247082,5.798097994648526,27.95762552782229
2024-09-25,1323.8499755859375,1327.75,1310.0999755859375,1310.75,8728019,73.13205812781557,34.490505796079105,5.226304214605449,29.264201581473657
2024-09-26,1329.050048828125,1333.3499755859375,1316.9000244140625,1320.0,11100869,74.06711310043545,35.08795637396861,4.6590038339959605,30.42895253997265
2024-09-27,1306.5999755859375,1333.0,1303.8499755859375,1333.0,17117379,63.75168212466762,33.365292649303456,2.3490720874646414,31.016220561838814
2024-09-30,1273.0,1296.800048828125,1270.9000244140625,1292.0999755859375,12622212,52.064505867994896,28.955056149912025,-1.6489315295414322,30.603987679453457
2024-10-01,1274.4000244140625,1280.25,1267.5999755859375,1269.800048828125,10972413,52.45561549457004,25.281453362622642,-4.258027453464653,29.539480816087295
2024-10-03,1256.3499755859375,1265.75,1248.1500244140625,1253.5999755859375,17648551,47.117908205478805,20.675276875036843,-7.091363152840362,27.766640027877205
2024-10-04,1239.75,1264.4000244140625,1236.199951171875,1247.0999755859375,13488887,42.80409046860097,15.506618875058393,-9.80801692225505,25.314635797313443
2024-10-07,1233.9000244140625,1262.949951171875,1225.0,1241.550048828125,20667247,41.36675375506737,10.813722174486884,-11.600730898261247,22.41445307274813
2024-10-08,1236.5999755859375,1247.800048828125,1229.75,1241.0,12219259,42.329285621349314,7.229098674365787,-12.148283518705878,19.377382193071664
2024-10-09,1244.1500244140625,1265.0999755859375,1232.6500244140625,1243.050048828125,14765997,45.0460300335271,4.940533175666815,-11.549479213923881,16.490012389590696
2024-10-10,1243.5,1254.699951171875,1238.0,1246.75,9118195,44.850135731189845,3.039341356753539,-10.760536826269725,13.799878183023264
