Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-01 00:00:00+05:30,725.2286996941308,725.8113408987135,717.2655398459397,721.0528564453125,688037,0.0,0.0
2020-01-02 00:00:00+05:30,720.5672420664458,746.3017587973278,719.5961338414905,744.2138671875,2423328,0.0,0.0
2020-01-03 00:00:00+05:30,747.7100082038186,747.7100082038186,729.7929128866994,734.794189453125,1417070,0.0,0.0
2020-01-06 00:00:00+05:30,733.5802673500384,733.9687344917418,713.7695142641829,715.7117309570312,961348,0.0,0.0
2020-01-07 00:00:00+05:30,716.8770331199679,734.1628678418359,714.2550585823742,720.858642578125,1108401,0.0,0.0
2020-01-08 00:00:00+05:30,714.1579363834463,728.2390957806341,712.4098938638167,721.198486328125,1317705,0.0,0.0
2020-01-09 00:00:00+05:30,731.2010119453486,739.3098468274324,728.3848037422545,735.4253540039062,1477783,0.0,0.0
2020-01-10 00:00:00+05:30,734.9399040831039,744.3596974838846,729.3074275982036,734.40576171875,1266475,0.0,0.0
2020-01-13 00:00:00+05:30,735.1340776450605,742.9029444295165,735.1340776450605,737.658935546875,835989,0.0,0.0
2020-01-14 00:00:00+05:30,740.7664644934448,745.7191823287897,731.3466722390845,737.9502563476562,1190936,0.0,0.0
2020-01-15 00:00:00+05:30,736.1051783647544,746.787429590514,725.9084515540746,744.2625122070312,1522089,0.0,0.0
2020-01-16 00:00:00+05:30,745.1850268407532,748.7296107865537,731.3466592953139,734.21142578125,1041500,0.0,0.0
2020-01-17 00:00:00+05:30,694.3471364659268,749.7006619364788,690.4626440862693,746.0590209960938,4938472,0.0,0.0
2020-01-20 00:00:00+05:30,745.4278871770222,755.0419137066278,740.426670088357,750.4777221679688,1581541,0.0,0.0
2020-01-21 00:00:00+05:30,756.4985063316396,758.5378396138939,741.3976807590867,749.36083984375,1667878,0.0,0.0
2020-01-22 00:00:00+05:30,748.5840098862413,775.9208984672076,744.9423683069909,769.9971313476562,3093985,0.0,0.0
2020-01-23 00:00:00+05:30,762.325251196875,788.4967953959112,760.3830345994031,785.534912109375,2597472,0.0,0.0
2020-01-24 00:00:00+05:30,784.6608349808702,800.5871533691286,772.9589178871561,798.2564697265625,1933519,0.0,0.0
2020-01-27 00:00:00+05:30,791.4586862602623,812.7261307789154,786.6031447200932,789.6135864257812,2820058,0.0,0.0
2020-01-28 00:00:00+05:30,793.8864791832029,800.0530377079172,774.2214022411796,785.534912109375,1790691,0.0,0.0
2020-01-29 00:00:00+05:30,790.4876182631245,799.0819778091501,776.8919822416782,779.1255493164062,1840396,0.0,0.0
2020-01-30 00:00:00+05:30,785.6319912771255,785.6319912771255,764.5102810522689,768.3947143554688,1330496,0.0,0.0
2020-01-31 00:00:00+05:30,770.1912970385732,774.9011633806122,753.1481945807882,756.4014282226562,1304458,0.0,0.0
2020-02-03 00:00:00+05:30,737.0762928711017,760.3830717014879,728.5790502116747,757.858154296875,1541064,0.0,0.0
2020-02-04 00:00:00+05:30,757.5181994750095,773.3474014220394,757.5181994750095,770.77392578125,1075827,0.0,0.0
2020-02-05 00:00:00+05:30,770.7738560330519,778.931248217117,765.2870560276,776.7947387695312,1062607,0.0,0.0
2020-02-06 00:00:00+05:30,779.2226751914209,783.3499601439639,770.3855235759755,777.8631591796875,1222421,0.0,0.0
2020-02-07 00:00:00+05:30,777.8631175141855,780.387975334903,762.8593482244241,764.898681640625,1086833,0.0,0.0
2020-02-10 00:00:00+05:30,764.2674342654323,766.8894682124709,730.2784072694698,735.6680908203125,4260702,0.0,0.0
2020-02-11 00:00:00+05:30,738.0474338011944,746.7874688099728,732.3178407490796,737.36767578125,3394755,0.0,0.0
2020-02-12 00:00:00+05:30,740.086702931953,752.0799708273883,732.7062441134925,733.5316772460938,1852945,0.0,0.0
2020-02-13 00:00:00+05:30,733.5316819482271,742.854416943165,723.7719809427963,730.521240234375,1884479,0.0,0.0
2020-02-14 00:00:00+05:30,732.7061896075585,748.5838895396225,715.8087635484642,721.5869140625,3412990,0.0,0.0
2020-02-17 00:00:00+05:30,721.5383393381408,728.3361563174608,712.3127220793742,716.10009765625,1522461,0.0,0.0
2020-02-18 00:00:00+05:30,716.051605221419,719.790422756752,694.8812776669859,702.9901123046875,1757880,0.0,0.0
2020-02-19 00:00:00+05:30,708.9139445783245,737.8045803917789,705.320802182755,735.2796630859375,2076090,0.0,0.0
2020-02-20 00:00:00+05:30,728.3362351853258,745.6220703130078,724.3546256336937,729.5986938476562,2137038,0.0,0.0
2020-02-24 00:00:00+05:30,726.3940295754566,726.3940295754566,701.3392680368515,703.9612426757812,2367336,0.0,0.0
2020-02-25 00:00:00+05:30,706.0005984446511,711.730191330491,694.4443553939419,699.5912475585938,2281107,0.0,0.0
2020-02-26 00:00:00+05:30,697.2604896808909,701.3392157727775,679.7804220259819,682.4995727539062,2852422,0.0,0.0
2020-02-27 00:00:00+05:30,682.4996369869094,696.7750308824596,666.1849096073997,692.2593383789062,3363958,0.0,0.0
2020-02-28 00:00:00+05:30,667.1559861644253,687.0638551425319,664.2426017480286,667.3502197265625,4407386,0.0,0.0
2020-03-02 00:00:00+05:30,680.75157162993,681.237155542205,638.3138585025607,649.1417846679688,2254276,0.0,0.0
2020-03-03 00:00:00+05:30,651.6181616467156,684.2476162200567,651.6181616467156,679.8290405273438,3363570,0.0,0.0
2020-03-04 00:00:00+05:30,682.2082689896372,688.3262692833194,662.3003995776245,669.5838012695312,2853717,0.0,0.0
2020-03-05 00:00:00+05:30,672.7884173406267,675.4103917322238,658.4159082967618,660.6494750976562,2171130,0.0,0.0
2020-03-06 00:00:00+05:30,631.2247237762372,651.5209998193098,626.3691228860638,645.8399658203125,1701571,0.0,0.0
2020-03-09 00:00:00+05:30,629.2825281644025,635.1092380759446,607.2382663070629,616.2695922851562,2786900,0.0,0.0
2020-03-11 00:00:00+05:30,616.6579246626683,621.9990494525478,598.2067500682233,607.1895751953125,3001659,0.0,0.0
2020-03-12 00:00:00+05:30,592.1373722009871,592.3801641753408,538.9688457015427,543.6787719726562,4778932,0.0,0.0
2020-03-13 00:00:00+05:30,522.0713176539114,613.4047018920488,490.41300569789473,587.4759521484375,6209514,0.0,0.0
2020-03-16 00:00:00+05:30,563.2466475513008,582.1834070123853,542.8531959754168,560.2362060546875,2988394,0.0,0.0
2020-03-17 00:00:00+05:30,554.7979776143176,568.733461539234,537.2693514568766,539.5999755859375,3007242,0.0,0.0
2020-03-18 00:00:00+05:30,551.5932940242683,551.5932940242683,478.1770204539065,511.826171875,6864942,0.0,0.0
2020-03-19 00:00:00+05:30,467.10626671370846,503.8143835178832,467.10626671370846,476.865966796875,3915320,0.0,0.0
2020-03-20 00:00:00+05:30,480.70186120483334,548.3885311336622,473.9526026891313,514.1082153320312,3046590,0.0,0.0
2020-03-23 00:00:00+05:30,467.3976179129953,485.55747371392295,385.58119466065574,420.73553466796875,4492684,0.0,0.0
2020-03-24 00:00:00+05:30,423.4060448922378,444.6734862192956,381.6481261281321,388.54302978515625,2996993,0.0,0.0
2020-03-25 00:00:00+05:30,378.7348400348056,445.45044099949826,373.92782698795224,438.312744140625,4213471,0.0,0.0
2020-03-26 00:00:00+05:30,427.2420372928962,470.01966120587565,411.7042142201426,457.78363037109375,3976225,0.0,0.0
2020-03-27 00:00:00+05:30,458.41480975066276,479.53657936448514,433.9427194070769,447.5868835449219,2028451,0.0,0.0
2020-03-30 00:00:00+05:30,435.05950412591466,462.7362996107554,425.54259495358616,437.4873046875,1999573,0.0,0.0
