Date,Close,High,Low,Open,Volume,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2024-09-16,2815.88232421875,2858.015864243818,2757.248611056695,2858.015864243818,1489057,57.1960277003832,48.31332954958998,6.850910429202486,41.462419120387494
2024-09-17,2822.16796875,2861.8461696670556,2809.007441456139,2815.8823938769674,1098661,58.07182168363979,44.91093634122217,2.7588137766677363,42.15212256455443
2024-09-18,2824.47607421875,2841.859834464301,2810.5787051505986,2822.659026602358,464796,58.40834457046931,41.91756048782872,-0.1876496613805756,42.1052101492093
2024-09-19,2859.734619140625,2881.881834834658,2822.0206910547518,2824.8687896636807,1713010,63.259518785349464,41.907277456997235,-0.15834615376965644,42.06562361076689
2024-09-20,2924.408203125,2935.948300941952,2843.676433382123,2872.551375191689,3641632,70.1394705724024,46.5807914406314,3.6121342638916047,42.9686571767398
2024-09-23,2974.4482421875,2980.78297188193,2916.894972584743,2926.765488042224,1300470,74.1698254682975,53.70333922834379,8.587745641283192,45.1155935870606
2024-09-24,2897.841552734375,2966.0508530379457,2893.4710952942037,2966.0508530379457,1929308,60.66935502088886,52.560604128685554,5.9560084332999566,46.6045956953856
2024-09-25,2896.27001953125,2907.4665142251797,2853.2034981588977,2897.8415331028104,1055354,60.42636431650378,50.94095313549951,3.4690859520911346,47.47186718340838
2024-09-26,2932.756591796875,2939.3860102179674,2888.6585387282416,2898.3818296134314,1902889,64.02859763616492,52.00208187558337,3.6241717537399936,48.37791012184338
2024-09-27,2913.260986328125,2975.8721579685525,2900.0021499807403,2932.7564823506304,2977081,60.84178744305409,50.68562923426089,1.8461752899340027,48.839453944326884
2024-09-30,2905.453125,2944.3455687168207,2890.033636969115,2911.247631783933,1627702,59.563171633285414,48.453757124607364,-0.3085574557756203,48.762314580382984
2024-10-01,2871.520263671875,2909.774414696781,2839.7480666811316,2909.774414696781,1184642,54.229270717467166,43.44606488574482,-4.252999755710533,47.69906464145535
2024-10-03,2841.66357421875,2870.8821231255997,2809.989685067627,2856.7883742117438,1233447,49.98761516388418,36.64581722216235,-8.842597935434398,45.48841515759675
2024-10-04,2797.860107421875,2861.9444854856847,2766.7264422034423,2839.3553560532305,2456486,44.489535568776034,27.40607805781383,-14.46586967982634,41.87194773764017
2024-10-07,2782.7841796875,2815.2438239970547,2774.5834875625483,2794.1770537445436,1280975,42.74687338695172,18.65200808918189,-18.575951718766625,37.227959807948515
2024-10-08,2768.445068359375,2834.444561119818,2748.704038394117,2793.1948481721283,1761488,41.09795770558581,10.436987032435809,-21.432778220410167,31.869765252845976
