Price,Close,High,Low,Open,Volume,RSI,Returns,Perf
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,,,
Date,,,,,,,,
2025-07-01,1606.800048828125,1617.699951171875,1600.5,1609.0,4178937,,,
2025-07-02,1610.5,1649.0,1603.4000244140625,1618.0,8653641,,0.23026830093597628,
2025-07-03,1618.699951171875,1632.4000244140625,1615.0,1618.5,5259695,,0.5091556145218945,
2025-07-04,1640.699951171875,1643.4000244140625,1612.300048828125,1625.0,4411273,,1.3591153804676903,
2025-07-07,1627.0,1644.0,1623.0,1640.0,3294523,,-0.8350064959829928,
2025-07-08,1638.699951171875,1646.199951171875,1621.5,1628.0,4590681,,0.7191119343500363,1.985306284189825
2025-07-09,1633.699951171875,1638.0,1623.5999755859375,1637.800048828125,4580828,,-0.30511992121707854,1.4405433822958669
2025-07-10,1615.800048828125,1638.9000244140625,1607.0999755859375,1638.9000244140625,5330179,,-1.0956664552086326,-0.17915008532931598
2025-07-11,1594.9000244140625,1607.0999755859375,1563.0,1579.0999755859375,11391755,,-1.2934783873301936,-2.7914870555764804
2025-07-14,1570.300048828125,1591.800048828125,1559.800048828125,1591.800048828125,9173426,,-1.5424148980733188,-3.4849386092117407
2025-07-15,1585.5999755859375,1603.5999755859375,1564.0,1565.0999755859375,7614807,,0.9743314196054786,-3.2403720734820562
2025-07-16,1607.9000244140625,1612.0,1578.5,1579.0,6223491,,1.4064107701492912,-1.5792328780634302
2025-07-17,1583.5,1610.0,1580.0999755859375,1598.0,7374814,,-1.5175088030087047,-1.9990127399458157
2025-07-18,1586.0999755859375,1599.300048828125,1580.0,1592.0999755859375,5161833,1608.5857107979912,0.16419170103805225,-0.5517617840251732
2025-07-21,1584.300048828125,1589.0,1566.800048828125,1580.0,3682661,1606.9785679408483,-0.1134812928263007,0.8915493577452249
2025-07-22,1570.9000244140625,1585.800048828125,1565.0,1565.0,8473741,1604.1499982561384,-0.8458009216104179,-0.9270907794030947
2025-07-23,1574.5,1591.9000244140625,1550.0,1576.300048828125,8035026,1600.9928588867188,0.22916643516384116,-2.0772450965185985
2025-07-24,1552.5,1582.0,1548.199951171875,1580.0,14169664,1594.692862374442,-1.3972689742775435,-1.9576886643511204
2025-07-25,1515.699951171875,1549.5,1511.300048828125,1543.4000244140625,10851259,1586.7428588867188,-2.370373515499191,-4.438561597484125
2025-07-28,1516.0,1519.300048828125,1482.5,1513.9000244140625,6439855,1577.9785766601562,0.01979605712152388,-4.311055148842868
2025-07-29,1513.699951171875,1517.199951171875,1496.0999755859375,1512.9000244140625,7070448,1569.4071480887276,-0.15171826043041126,-3.6412293814511054
2025-07-30,1519.0,1521.699951171875,1506.0,1519.9000244140625,5719051,1562.4928588867188,0.3501386667827955,-3.5249285487456317
2025-07-31,1509.0,1527.0999755859375,1497.0,1509.699951171875,6851407,1556.357142857143,-0.6583278472679366,-2.801932367149762
2025-08-01,1469.5999755859375,1498.699951171875,1465.5,1493.9000244140625,8702978,1549.1642804827009,-2.6110022805873045,-3.0414974646066906
